"EmployeeID","Attrition","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","BusinessTravel","Department","DistanceFromHome","Education","Gender","JobLevel","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"657","No","4","2","3","4","4","55","Non-Travel","Research & Development","27","3","Female","2","Divorced","48590","1","24","8","1","34","3","33","15","0"
"658","Yes","1","3","1","3","3","21","Travel_Frequently","Research & Development","20","2","Female","4","Single","53370","1","14","8","1","2","2","2","2","2"
"659","No","4","2","3","1","3","46","Travel_Rarely","Research & Development","1","4","Male","1","Married","23400","2","13","8","1","26","2","11","0","8"
"660","No","3","1","3","2","3","34","Travel_Rarely","Sales","13","4","Male","3","Single","74910","0","14","8","1","4","3","3","0","2"
"661","No","4","2","2","3","3","51","Travel_Frequently","Research & Development","14","3","Male","2","Divorced","105270","4","14","8","0","31","3","29","11","10"
"662","No","4","4","2","3","4","59","Travel_Rarely","Research & Development","4","2","Male","2","Single","165950","6","21","8","1","25","2","9","5","4"
"663","No","3","2","4","3","3","34","Travel_Frequently","Sales","14","4","Female","3","Divorced","88340","4","13","8","1","15","1","11","5","10"
"664","No","4","3","2","3","3","28","Travel_Frequently","Research & Development","2","3","Female","1","Single","55770","0","19","8","0","5","3","4","0","2"
"665","No","3","1","2","1","3","44","Travel_Rarely","Research & Development","3","4","Male","2","Divorced","47070","1","17","8","0","26","4","25","14","13"
"666","No","3","2","4","3","3","34","Travel_Frequently","Sales","1","3","Male","2","Married","24000","4","18","8","1","14","3","10","1","8"
"667","No","3","3","3","3","3","35","Travel_Rarely","Research & Development","9","3","Male","4","Married","98240","0","19","8","0","4","2","3","2","2"
"668","No","2","2","3","3","3","42","Travel_Rarely","Research & Development","23","4","Female","1","Married","64470","6","13","8","0","18","3","1","0","0"
"669","No","4","4","4","4","3","43","Travel_Rarely","Research & Development","7","2","Female","1","Single","195020","3","18","8","2","23","3","21","15","17"
"670","No","3","2","3","2","4","36","Travel_Rarely","Research & Development","2","4","Male","1","Single","27250","9","21","8","1","18","4","16","5","12"
"671","Yes","1","4","3","3","3","44","Travel_Rarely","Research & Development","21","4","Female","2","Married","62720","1","19","8","1","10","3","10","0","5"
"672","No","4","4","3","3","3","28","Travel_Frequently","Research & Development","2","3","Female","2","Married","21270","1","14","8","0","2","3","2","2","2"
"673","No","2","3","2","3","3","51","Travel_Frequently","Sales","21","4","Male","2","Single","182000","0","17","8","0","8","3","7","7","7"
"674","No","3","3","3","3","3","30","Non-Travel","Research & Development","2","4","Male","1","Single","20960","7","11","8","3","10","2","8","1","7"
"675","Yes","2","3","3","3","3","29","Travel_Rarely","Research & Development","29","4","Female","1","Divorced","28860","3","13","8","0","10","4","7","7","7"
"676","No","4","1","2","3","3","28","Travel_Rarely","Sales","1","4","Female","2","Single","20330","2","15","8","1","5","5","3","1","2"
"677","No","4","2","2","3","4","25","Travel_Rarely","Research & Development","18","2","Male","1","Single","36220","1","25","8","0","2","0","2","2","1"
"678","No","3","4","4","3","3","32","Travel_Rarely","Research & Development","10","4","Female","1","Married","42330","1","11","8","0","10","5","10","0","8"
"679","No","NA","2","3","3","3","45","Travel_Frequently","Research & Development","19","3","Male","3","Single","36810","3","17","8","1","22","2","0","0","0"
"680","No","3","2","3","3","3","39","Travel_Rarely","Sales","29","1","Female","1","Divorced","54600","6","13","8","2","21","3","19","15","2"
"681","No","1","3","3","1","3","58","Travel_Rarely","Research & Development","27","3","Male","2","Divorced","21870","1","18","8","1","2","1","2","2","2"
"682","Yes","4","3","3","3","3","32","Travel_Rarely","Research & Development","5","3","Female","1","Married","96020","1","13","8","1","10","3","10","1","1"
"683","Yes","3","1","3","2","4","39","Travel_Rarely","Research & Development","18","2","Male","2","Single","28360","0","20","8","0","6","3","5","0","3"
"684","No","1","4","3","4","3","30","Travel_Rarely","Sales","9","1","Male","4","Married","40890","0","18","8","0","10","2","9","6","7"
"685","No","4","3","3","2","3","36","Travel_Rarely","Sales","1","3","Male","2","Married","166270","3","12","8","0","10","5","7","1","7"
"686","No","4","1","4","2","3","46","Travel_Rarely","Sales","4","3","Male","1","Single","26190","6","12","8","1","10","3","7","5","7"
"687","No","3","4","3","2","3","28","Non-Travel","Research & Development","1","3","Male","5","Married","56790","0","13","8","0","10","2","9","7","5"
"688","No","4","1","3","2","4","50","Travel_Rarely","Research & Development","20","2","Female","5","Married","154020","4","21","8","0","25","3","3","1","2"
"689","Yes","4","2","3","2","3","40","Travel_Rarely","Sales","8","1","Male","1","Single","59850","2","13","8","3","9","1","5","1","0"
"690","Yes","2","2","2","3","3","52","Travel_Rarely","Research & Development","3","2","Male","3","Single","25790","9","19","8","1","10","1","8","7","7"
"691","No","2","1","3","2","3","30","Travel_Rarely","Research & Development","6","4","Female","1","Married","30410","1","11","8","1","9","2","9","0","8"
"692","No","1","3","3","3","3","39","Travel_Rarely","Research & Development","26","1","Male","2","Single","34470","0","14","8","0","9","5","8","1","7"
"693","No","4","3","2","2","3","31","Non-Travel","Research & Development","1","2","Male","1","Divorced","195130","1","12","8","1","10","1","10","9","6"
"694","No","3","2","3","3","3","41","Non-Travel","Sales","6","3","Female","1","Single","27730","1","11","8","0","19","3","19","11","9"
"695","Yes","4","2","4","3","3","31","Travel_Frequently","Research & Development","3","1","Male","1","Single","71040","1","14","8","1","3","3","3","2","2"
"696","Yes","1","1","4","3","3","44","Travel_Rarely","Sales","5","3","Male","1","Married","63220","4","11","8","1","10","2","3","1","2"
"697","No","3","3","2","2","3","42","Non-Travel","Research & Development","4","3","Male","2","Married","20830","0","12","8","2","21","3","20","2","10"
"698","No","4","3","3","3","3","55","Travel_Rarely","Sales","11","3","Male","2","Married","83810","4","15","8","1","23","3","19","9","11"
"699","No","4","2","3","3","3","56","Travel_Rarely","Sales","3","2","Female","3","Single","26910","6","16","8","1","36","6","7","7","7"
"700","No","3","3","3","3","3","40","Non-Travel","Research & Development","1","1","Male","1","Divorced","42860","9","15","8","0","6","6","4","0","0"
"701","No","4","4","2","3","4","34","Travel_Rarely","Research & Development","3","2","Male","2","Divorced","26590","0","24","8","3","10","2","9","1","6"
"702","No","3","4","3","2","3","40","Travel_Rarely","Sales","4","3","Male","2","Single","94340","1","13","8","1","9","3","9","8","8"
"703","No","3","1","3","2","3","41","Travel_Frequently","Sales","1","4","Female","2","Divorced","55610","0","11","8","0","10","2","9","1","7"
"704","No","3","3","3","2","3","35","Travel_Frequently","Sales","1","2","Male","2","Single","66460","1","13","8","1","9","2","9","1","1"
"705","No","3","2","3","3","3","51","Travel_Rarely","Sales","18","2","Male","4","Divorced","77250","1","13","8","1","33","2","33","0","10"
"706","No","2","1","3","2","3","38","Travel_Rarely","Sales","2","4","Female","1","Divorced","107250","3","18","8","0","11","5","7","1","7"
"707","No","3","1","4","4","3","34","Travel_Rarely","Sales","4","3","Male","2","Single","88470","1","16","8","0","10","3","10","9","6"
"708","No","4","4","2","3","3","25","Travel_Rarely","Research & Development","6","2","Female","4","Married","20450","3","19","8","0","7","3","3","1","2"
"709","Yes","3","1","2","4","3","58","Travel_Rarely","Sales","1","4","Male","2","Married","10090","7","13","8","2","31","3","10","5","9"
"710","No","2","2","3","1","4","40","Travel_Rarely","Research & Development","14","4","Female","1","Married","33480","3","22","8","0","7","2","4","0","3"
"711","No","1","1","2","3","3","36","Travel_Frequently","Sales","16","2","Male","1","Married","12810","2","11","8","0","17","2","15","6","13"
"712","No","4","4","3","2","4","48","Travel_Rarely","Research & Development","2","1","Male","2","Single","28190","1","20","8","0","11","2","10","0","8"
"713","No","3","4","3","3","3","27","Travel_Rarely","Research & Development","2","3","Female","2","Married","48510","8","18","8","0","5","2","1","0","0"
"714","No","4","2","2","3","3","51","Travel_Rarely","Research & Development","4","1","Female","3","Single","40280","3","14","8","0","29","3","5","0","3"
"715","No","4","4","4","3","4","18","Non-Travel","Research & Development","1","4","Male","2","Single","27200","1","22","8","1","0","2","0","0","0"
"716","No","4","4","3","2","3","35","Travel_Rarely","Research & Development","1","4","Female","2","Married","81200","0","13","8","0","10","2","9","0","0"
"717","No","4","4","3","4","3","27","Travel_Frequently","Research & Development","26","4","Female","1","Single","46470","3","17","8","0","8","3","6","0","0"
"718","Yes","1","3","2","4","3","55","Travel_Rarely","Research & Development","19","3","Male","1","Single","46800","6","14","8","3","24","0","19","3","8"
"719","No","4","2","3","3","3","56","Travel_Rarely","Research & Development","24","4","Male","2","Married","32210","4","15","8","2","33","2","19","15","9"
"720","No","1","3","3","3","3","34","Non-Travel","Sales","1","2","Male","2","Divorced","86210","1","17","8","1","5","1","5","0","0"
"721","No","2","3","3","2","3","40","Travel_Rarely","Research & Development","3","3","Male","2","Divorced","45770","5","11","8","1","15","3","12","11","8"
"722","No","2","3","3","4","3","34","Travel_Rarely","Research & Development","5","3","Male","1","Married","45530","4","18","8","1","10","2","8","7","7"
"723","Yes","3","4","4","1","3","31","Travel_Frequently","Research & Development","2","2","Female","2","Single","53960","7","17","8","1","3","2","1","0","0"
"724","Yes","4","3","2","3","3","35","Travel_Frequently","Research & Development","1","2","Male","1","Married","67960","0","13","8","0","5","2","4","3","2"
"725","No","4","3","3","2","3","38","Travel_Frequently","Research & Development","7","3","Female","2","Divorced","76250","1","15","8","0","4","2","4","0","3"
"726","No","3","4","4","3","4","34","Travel_Rarely","Research & Development","10","4","Female","2","Single","74120","1","24","8","0","14","4","14","4","11"
"727","No","3","1","3","3","3","28","Travel_Rarely","Research & Development","2","3","Female","2","Married","111590","1","12","8","0","5","2","5","0","4"
"728","Yes","4","3","2","2","3","31","Travel_Rarely","Research & Development","15","2","Male","2","Married","49600","1","15","8","0","10","3","10","6","7"
"729","No","1","4","4","3","3","39","Travel_Rarely","Research & Development","17","4","Female","2","Married","104750","3","11","8","1","8","3","5","1","4"
"730","No","2","2","3","2","3","51","Travel_Frequently","Research & Development","20","3","Male","2","Married","148140","2","11","8","1","14","2","4","3","2"
"731","No","4","4","2","3","3","41","Travel_Frequently","Research & Development","1","3","Male","4","Divorced","191410","3","12","8","1","12","2","6","3","3"
"732","No","3","3","3","4","3","37","Travel_Rarely","Research & Development","2","2","Female","1","Married","54050","7","15","8","0","8","3","6","1","3"
"733","No","2","4","4","3","3","33","Travel_Frequently","Research & Development","2","3","Female","1","Married","87930","6","17","8","0","8","2","5","1","2"
"734","No","3","2","2","3","3","32","Travel_Rarely","Research & Development","1","4","Male","5","Married","191890","0","12","8","1","4","3","3","1","2"
"735","No","3","3","3","3","3","39","Non-Travel","Research & Development","29","2","Male","2","Married","38750","3","15","8","0","13","3","6","0","5"
"736","No","1","3","NA","2","3","25","Travel_Rarely","Research & Development","7","4","Male","1","Married","22160","2","13","8","3","6","2","3","1","2"
"737","No","4","3","2","3","3","52","Travel_Frequently","Research & Development","2","1","Male","2","Married","117130","2","14","8","0","24","2","5","0","2"
"738","No","1","3","1","3","3","43","Travel_Rarely","Research & Development","2","2","Male","1","Single","78610","1","14","8","2","20","1","20","1","8"
"739","No","4","4","3","3","3","27","Travel_Rarely","Research & Development","2","4","Male","1","Married","37080","1","16","8","2","6","2","6","4","4"
"740","Yes","4","3","3","4","3","27","Travel_Rarely","Research & Development","2","5","Female","1","Single","137700","1","18","8","1","8","3","8","7","7"
"741","No","1","4","3","3","4","26","Travel_Rarely","Research & Development","2","2","Male","3","Single","53040","0","20","8","1","5","2","4","1","1"
"742","No","3","1","3","3","3","42","Travel_Rarely","Sales","23","3","Female","3","Married","26420","0","13","8","1","21","3","20","0","9"
"743","No","3","1","1","3","3","52","Travel_Rarely","Research & Development","5","2","Female","1","Married","27590","9","18","8","1","12","6","5","0","4"
"744","No","1","3","3","3","3","37","Travel_Rarely","Research & Development","20","5","Male","2","Single","68040","4","13","8","1","8","1","3","0","2"
"745","No","3","4","3","3","3","35","Travel_Frequently","Research & Development","6","4","Female","2","Single","61420","2","15","8","1","10","2","2","2","2"
"746","No","1","4","2","1","3","25","Travel_Rarely","Research & Development","1","4","Male","2","Married","25000","4","14","8","2","7","2","3","0","2"
"747","No","3","1","3","2","4","26","Travel_Rarely","Research & Development","29","4","Male","1","Single","63890","0","22","8","0","8","2","7","0","7"
"748","No","2","1","2","2","3","29","Travel_Rarely","Sales","9","3","Male","1","Single","111030","1","12","8","0","10","5","10","0","9"
"749","Yes","1","1","3","3","3","49","Travel_Frequently","Sales","6","5","Female","2","Single","23420","3","18","8","0","20","2","4","1","3"
"750","Yes","3","4","3","3","3","29","Travel_Frequently","Sales","3","2","Female","2","Single","68110","0","15","8","1","9","2","8","7","7"
"751","No","4","4","2","2","3","54","Travel_Rarely","Sales","1","3","Female","2","Single","22970","6","18","8","2","29","2","20","12","7"
"752","No","4","1","3","3","3","58","Travel_Rarely","Sales","22","3","Female","2","Married","24500","3","12","8","1","32","2","9","1","5"
"753","No","2","4","4","3","3","55","Travel_Rarely","Research & Development","7","3","Female","3","Divorced","50930","2","16","8","1","31","3","7","0","0"
"754","No","1","2","3","3","3","36","Travel_Rarely","Research & Development","1","3","Male","2","Single","53090","3","13","8","0","15","5","5","0","1"
"755","Yes","2","3","3","3","3","31","Travel_Frequently","Sales","4","3","Male","2","Single","30570","1","19","8","0","1","3","1","0","0"
"756","No","4","1","3","3","3","30","Travel_Rarely","Sales","3","3","Male","3","Divorced","51210","7","13","8","0","8","4","3","0","2"
"757","No","1","2","4","3","3","31","Travel_Rarely","Research & Development","1","3","Male","1","Single","168560","3","12","8","1","9","3","3","1","0"
"758","No","4","1","3","4","3","34","Travel_Frequently","Sales","2","1","Female","5","Divorced","26860","5","11","8","0","10","3","4","1","3"
"759","Yes","1","2","4","1","3","31","Travel_Rarely","Sales","20","3","Male","1","Single","61800","1","14","8","1","1","2","1","0","0"
"760","No","2","1","4","3","3","27","Travel_Rarely","Human Resources","11","4","Male","4","Married","66320","0","16","8","0","6","3","5","1","4"
"761","No","1","4","2","2","3","36","Travel_Rarely","Sales","1","3","Male","2","Single","35050","1","12","8","2","10","2","10","1","8"
"762","No","3","1","2","3","3","36","Travel_Rarely","Research & Development","24","3","Female","3","Married","63970","4","14","8","1","11","3","3","0","2"
"763","No","1","4","2","3","3","47","Travel_Rarely","Research & Development","23","4","Female","2","Married","62740","7","14","8","2","17","0","6","1","2"
"764","Yes","1","1","3","2","3","25","Travel_Rarely","Sales","16","4","Male","2","Married","198590","3","19","8","0","6","3","3","2","2"
"765","No","3","3","1","3","4","37","Non-Travel","Sales","8","4","Male","1","Single","75870","0","22","8","1","7","5","6","1","3"
"766","No","1","1","4","3","3","56","Travel_Rarely","Research & Development","10","4","Male","2","Married","42580","2","16","8","0","5","2","3","1","0"
"767","No","1","3","4","3","3","47","Travel_Rarely","Research & Development","3","2","Male","2","Married","43640","3","11","8","1","26","3","20","5","6"
"768","No","4","3","3","3","3","24","Travel_Rarely","Research & Development","5","1","Male","1","Married","43350","1","15","8","1","5","5","5","0","3"
"769","No","4","4","2","3","3","32","Travel_Rarely","Sales","4","3","Male","1","Married","53260","4","14","8","1","7","2","4","0","3"
"770","No","4","2","2","3","3","34","Travel_Rarely","Research & Development","9","2","Male","1","Married","32800","5","13","8","0","7","3","5","0","2"
"771","No","2","3","2","3","3","41","Travel_Rarely","Research & Development","26","3","Female","3","Married","54850","2","17","8","2","7","2","4","0","3"
"772","No","3","3","4","2","3","40","Non-Travel","Sales","3","2","Male","1","Divorced","43420","3","11","8","1","11","6","8","0","7"
"773","No","1","4","3","3","3","31","Travel_Rarely","Research & Development","16","3","Male","2","Divorced","27820","1","19","8","1","13","5","13","9","9"
"774","Yes","1","4","4","3","3","46","Travel_Rarely","Research & Development","18","1","Male","1","Divorced","59800","4","11","8","1","28","2","7","4","3"
"775","Yes","1","1","4","2","3","39","Non-Travel","Research & Development","2","4","Male","2","Single","43810","2","15","8","2","11","1","1","0","0"
"776","Yes","3","2","3","3","3","31","Travel_Frequently","Sales","2","3","Male","2","Single","25720","1","13","8","3","10","3","10","4","7"
"777","No","2","1","3","3","3","45","Travel_Rarely","Sales","10","2","Male","1","Divorced","38330","2","14","8","0","24","1","7","0","7"
"778","No","4","2","3","3","3","31","Travel_Rarely","Research & Development","16","4","Male","3","Single","42440","9","13","8","0","8","3","3","0","2"
"779","Yes","2","4","1","3","4","31","Travel_Frequently","Research & Development","7","4","Male","1","Married","65000","6","23","8","1","7","5","2","2","2"
"780","No","2","4","4","3","3","45","Travel_Rarely","Research & Development","1","2","Female","1","Married","184300","4","12","8","1","10","5","3","1","2"
"781","No","3","1","3","3","3","48","Travel_Rarely","Research & Development","24","3","Male","2","Divorced","16010","4","12","8","0","15","3","2","2","2"
"782","Yes","1","3","3","3","3","34","Travel_Rarely","Research & Development","7","4","Male","2","Married","26940","1","16","8","1","2","3","2","2","2"
"783","No","4","2","3","2","3","40","Non-Travel","Research & Development","25","4","Female","1","Divorced","31490","2","15","8","1","16","1","9","4","8"
"784","No","4","1","3","3","3","28","Travel_Rarely","Research & Development","1","2","Female","1","Single","176390","0","13","8","1","6","0","5","1","3"
"785","No","3","3","3","2","3","44","Non-Travel","Research & Development","5","3","Male","1","Single","23190","3","18","8","0","7","4","5","0","3"
"786","No","4","2","2","3","4","53","Travel_Rarely","Research & Development","2","4","Male","2","Single","116910","4","20","8","0","35","2","9","8","8"
"787","No","1","3","2","1","3","49","Travel_Rarely","Research & Development","7","3","Male","3","Married","53240","2","19","8","0","20","2","3","1","2"
"788","No","3","3","4","3","3","40","Travel_Rarely","Research & Development","2","4","Male","3","Divorced","167520","2","18","8","1","8","3","3","1","2"
"789","No","4","2","2","4","3","44","Travel_Rarely","Research & Development","5","1","Male","3","Single","52280","1","13","8","0","6","2","5","1","3"
"790","No","4","1","3","3","3","33","Travel_Frequently","Human Resources","10","3","Female","2","Married","27000","0","14","8","3","5","2","4","0","3"
"791","No","4","1","3","3","3","34","Travel_Rarely","Research & Development","10","4","Female","1","Single","192460","3","15","8","1","15","5","13","3","12"
"792","No","4","3","2","3","4","30","Travel_Rarely","Sales","1","2","Male","1","Married","25060","8","22","8","0","4","3","2","2","2"
"793","No","1","4","3","3","4","42","Travel_Frequently","Research & Development","8","4","Female","1","Single","60620","1","22","8","2","12","2","12","5","8"
"794","No","1","3","2","3","3","44","Travel_Frequently","Research & Development","5","3","Female","5","Married","43820","7","16","8","2","11","2","1","0","0"
"795","No","3","3","2","3","3","30","Non-Travel","Research & Development","8","3","Male","1","Divorced","21430","1","17","8","1","1","2","1","0","0"
"796","No","2","3","2","2","3","57","Travel_Rarely","Sales","2","1","Male","3","Married","61620","0","14","8","0","13","5","12","2","8"
"797","No","3","2","3","3","3","49","Travel_Rarely","Research & Development","7","3","Female","2","Divorced","50940","3","15","8","0","29","5","8","0","7"
"798","No","2","1","2","3","4","34","Travel_Frequently","Research & Development","2","4","Female","2","Divorced","68770","7","20","8","0","16","3","14","6","9"
"799","Yes","1","3","4","3","4","28","Travel_Frequently","Research & Development","2","3","Male","1","Married","22740","3","20","8","1","5","5","3","1","2"
"800","Yes","1","2","1","3","3","29","Travel_Frequently","Research & Development","28","3","Female","5","Single","44340","NA","17","8","3","7","1","5","0","0"
"801","Yes","1","2","4","3","3","34","Travel_Rarely","Research & Development","7","1","Male","1","Single","62880","0","15","8","1","16","2","15","10","10"
"802","No","4","3","3","2","3","35","Travel_Rarely","Sales","7","4","Female","4","Married","25530","1","14","8","1","1","4","1","0","0"
"803","Yes","2","1","2","2","3","24","Travel_Frequently","Sales","3","3","Male","2","Single","76540","2","17","8","1","4","3","0","0","0"
"804","No","4","2","3","1","3","24","Non-Travel","Research & Development","10","3","Female","2","Married","51600","1","17","8","1","1","3","1","0","0"
"805","No","2","3","2","2","4","44","Travel_Frequently","Research & Development","5","2","Female","2","Single","171590","5","22","8","1","16","1","2","2","2"
"806","No","3","3","3","3","3","29","Travel_Rarely","Sales","10","2","Female","1","Divorced","128080","1","13","8","0","10","6","10","0","4"
"807","No","3","3","4","3","3","30","Travel_Rarely","Research & Development","1","2","Male","3","Divorced","102210","0","19","8","1","6","2","5","1","3"
"808","No","4","3","3","3","3","55","Travel_Rarely","Sales","20","3","Male","2","Married","47790","0","14","8","1","4","6","3","1","2"
"809","No","1","2","3","3","4","33","Travel_Rarely","Research & Development","7","2","Male","2","Married","37370","8","22","8","2","8","2","5","0","2"
"810","No","3","3","2","2","3","47","Travel_Rarely","Research & Development","8","4","Female","2","Married","23660","3","17","8","0","11","5","5","1","2"
"811","Yes","3","1","2","3","3","28","Travel_Frequently","Sales","1","3","Male","2","Single","17060","7","12","8","0","8","3","0","0","0"
"812","No","1","3","1","2","3","28","Travel_Rarely","Sales","8","4","Male","1","Divorced","163070","1","16","8","0","1","3","1","0","0"
"813","No","3","1","3","3","3","28","Travel_Frequently","Research & Development","9","3","Female","2","Single","59330","0","11","8","0","5","3","4","1","3"
"814","No","3","1","3","3","3","49","Travel_Rarely","Research & Development","5","4","Female","1","Married","34240","4","11","8","0","10","3","3","1","2"
"815","No","4","2","3","1","3","29","Travel_Frequently","Research & Development","8","1","Male","1","Married","40370","0","14","8","0","4","2","3","0","2"
"816","No","3","2","2","2","3","28","Travel_Rarely","Research & Development","5","1","Male","2","Married","25590","1","11","8","0","8","3","8","1","7"
"817","No","4","3","3","2","3","33","Travel_Rarely","Research & Development","15","4","Female","1","Single","62010","2","15","8","3","14","2","0","0","0"
"818","No","3","4","4","2","4","32","Travel_Rarely","Research & Development","7","3","Female","3","Single","44030","2","20","8","0","10","3","5","0","0"
"819","No","2","4","3","2","3","54","Travel_Frequently","Sales","10","3","Female","4","Divorced","37610","3","12","8","0","26","3","14","1","12"
"820","Yes","1","1","1","3","3","29","Travel_Rarely","Research & Development","5","3","Female","2","Single","109340","6","17","8","2","11","2","9","0","7"
"821","No","4","1","4","2","3","44","Travel_Rarely","Sales","26","1","Male","1","Married","107610","3","11","8","1","24","5","20","14","17"
"822","No","2","2","3","4","3","39","Travel_Rarely","Sales","6","1","Female","2","Single","51750","4","17","8","1","9","2","2","2","2"
"823","No","3","2","4","2","3","46","Travel_Rarely","Research & Development","4","2","Male","3","Married","138260","8","11","8","0","23","1","13","5","1"
"824","No","4","2","1","4","3","35","Travel_Rarely","Research & Development","23","4","Male","2","Single","63340","1","14","8","0","11","2","11","3","3"
"825","No","1","3","3","2","3","23","Travel_Rarely","Research & Development","2","4","Female","2","Single","49360","0","19","8","1","5","2","4","1","2"
"826","Yes","4","1","1","4","3","40","Travel_Rarely","Research & Development","2","3","Male","2","Single","47750","3","15","8","1","15","3","5","1","0"
"827","No","4","3","3","3","3","34","Travel_Rarely","Human Resources","2","3","Male","2","Married","28180","1","13","8","1","10","2","10","8","6"
"828","Yes","4","3","1","2","3","31","Travel_Frequently","Research & Development","29","3","Female","2","Single","25150","1","14","8","0","7","3","7","7","7"
"829","No","3","4","3","2","3","50","Travel_Frequently","Research & Development","6","3","Male","1","Single","23420","1","12","8","1","32","2","32","13","9"
"830","No","2","3","3","3","3","34","Travel_Rarely","Sales","25","5","Female","1","Married","41940","0","17","8","2","12","3","11","5","7"
"831","No","3","2","3","3","3","42","Travel_Rarely","Research & Development","1","3","Female","1","Married","106850","4","11","8","3","4","2","1","0","0"
"832","No","1","4","3","3","3","37","Travel_Rarely","Research & Development","2","2","Male","1","Married","20220","1","12","8","0","10","1","10","3","7"
"833","No","3","1","3","4","3","29","Travel_Rarely","Research & Development","1","3","Female","1","Married","23140","3","13","8","0","9","5","7","0","7"
"834","No","4","2","3","3","3","33","Travel_Rarely","Research & Development","1","1","Male","1","Single","42560","1","13","8","3","5","1","5","0","2"
"835","No","4","4","3","2","4","45","Travel_Rarely","Sales","3","3","Male","3","Married","35800","4","20","8","1","8","1","5","0","3"
"836","No","4","4","1","3","3","42","Travel_Frequently","Human Resources","1","4","Male","2","Married","31620","2","17","8","2","24","1","20","13","9"
"837","No","1","1","4","4","3","40","Travel_Rarely","Sales","10","1","Female","1","Married","65240","0","13","8","1","9","2","8","7","1"
"838","No","2","3","3","2","3","33","Travel_Rarely","Research & Development","9","3","Female","2","Married","28990","1","17","8","0","15","3","15","5","7"
"839","No","3","4","3","3","3","40","Travel_Rarely","Sales","5","5","Male","1","Single","52310","1","12","8","2","21","4","21","7","7"
"840","No","3","1","3","3","3","24","Travel_Rarely","Sales","10","2","Male","1","Divorced","23560","0","13","8","0","2","5","1","0","0"
"841","No","4","4","3","2","3","40","Non-Travel","Research & Development","7","3","Male","1","Divorced","28000","3","12","8","2","8","0","2","2","2"
"842","No","1","2","3","4","4","45","Travel_Rarely","Research & Development","4","3","Female","3","Divorced","118360","1","22","8","0","10","2","10","7","7"
"843","No","2","3","3","4","3","35","Travel_Rarely","Research & Development","10","1","Male","1","Married","109030","0","11","8","0","6","3","5","4","2"
"844","No","4","2","3","4","4","32","Travel_Rarely","Research & Development","22","4","Male","1","Married","29730","3","22","8","0","12","0","7","2","5"
"845","No","3","4","2","2","3","36","Travel_Rarely","Sales","9","3","Female","4","Single","142750","3","18","8","1","7","5","3","1","2"
"846","No","3","3","3","3","3","48","Travel_Rarely","Research & Development","12","4","Male","1","Divorced","55620","8","13","8","1","18","2","8","7","7"
"847","No","NA","3","2","4","3","29","Travel_Rarely","Research & Development","23","4","Female","2","Married","45370","6","18","8","1","5","5","1","0","0"
"848","No","1","1","1","2","4","33","Travel_Rarely","Research & Development","9","1","Male","1","Married","76420","2","20","8","1","8","2","2","2","2"
"849","Yes","2","1","3","3","3","30","Travel_Rarely","Research & Development","1","3","Male","3","Married","179240","1","13","8","2","10","2","10","6","7"
"850","No","3","3","3","3","3","38","Travel_Frequently","Sales","9","3","Male","1","Married","52040","3","13","8","1","10","2","6","1","2"
"851","No","4","1","3","3","3","35","Travel_Rarely","Sales","7","2","Male","1","Single","22770","1","12","8","1","3","2","3","1","2"
"852","No","3","2","3","3","3","30","Travel_Rarely","Research & Development","14","3","Male","5","Married","27950","3","13","8","0","9","4","4","1","3"
"853","Yes","1","1","3","1","3","35","Travel_Rarely","Research & Development","2","3","Female","1","Divorced","25320","1","13","8","0","1","2","1","0","0"
"854","Yes","3","4","3","3","4","53","Travel_Rarely","Research & Development","19","3","Male","2","Married","25590","0","25","8","0","34","2","33","1","9"
"855","Yes","3","2","3","2","3","38","Travel_Rarely","Research & Development","2","3","Female","3","Married","49080","4","19","8","1","7","3","5","1","4"
"856","No","4","1","2","3","3","32","Non-Travel","Research & Development","10","4","Female","5","Married","23800","4","13","8","0","9","5","6","1","2"
"857","No","3","1","2","3","3","48","Travel_Rarely","Research & Development","2","5","Male","1","Married","47650","8","12","8","1","10","4","8","7","6"
"858","No","1","4","1","3","3","34","Travel_Rarely","Research & Development","3","3","Male","2","Single","20440","1","11","8","0","1","2","1","0","0"
"859","No","3","4","3","2","3","55","Travel_Rarely","Research & Development","11","1","Female","1","Married","26930","1","18","8","0","36","6","36","2","13"
"860","No","2","NA","2","3","3","34","Travel_Rarely","Research & Development","2","2","Male","2","Married","65860","9","18","8","1","9","3","2","2","1"
"861","No","1","4","3","3","3","26","Travel_Rarely","Research & Development","4","3","Male","1","Married","32940","1","11","8","0","1","6","1","0","0"
"862","No","3","2","NA","4","4","38","Travel_Rarely","Sales","14","2","Female","1","Married","41710","0","23","8","0","10","4","9","7","7"
"863","No","2","2","4","2","3","38","Travel_Rarely","Research & Development","2","3","Female","1","Single","27780","2","13","8","0","8","5","3","1","2"
"864","No","2","3","3","3","3","36","Travel_Rarely","Human Resources","1","3","Male","1","Single","23770","6","13","8","2","15","3","1","0","0"
"865","No","2","1","3","2","3","29","Travel_Rarely","Research & Development","10","3","Male","1","Single","24040","1","17","8","0","10","3","10","1","5"
